scenario,symbol,side,signalTime,entryTime,exitTime,entryPrice,exitPrice,entryFill,exitFill,shockReturn,shockZ,quoteVolumeMultiple,takerImbalance,directionalWick,grossPriceReturn,priceReturnAfterSlippage,fees,fundingReturn,netReturn
base,BTCUSDT,1,1714547399999,1714547400000,1714551000000,58433.1,57146,58438.943309999995,57140.2854,-0.02085130897030331,-7.151114152302582,14.308640381887214,-0.26925012063989195,0.4906773098230765,-0.022026899137646327,-0.022222474200312425,0.001,-0.00008946,-0.023311934200312426
base,XRPUSDT,1,1715052599999,1715052600000,1715056200000,0.5351,0.5388,0.53515351,0.53874612,-0.015026718144793014,-4.806129593979267,3.7678472786542825,-0.2898303474459486,0.337662337662342,0.0069145954027283185,0.006713232619926179,0.001,0,0.005713232619926179
base,ETHUSDT,1,1715199599999,1715199600000,1715203200000,2946.87,2955,2947.164687,2954.7045,-0.017045026084106296,-5.54706229428975,14.299650787388986,-0.3165268984096836,0.2829497907949788,0.0027588593999736677,0.0025583276812652933,0.001,0,0.0015583276812652933
base,DOGEUSDT,1,1715667599999,1715667600000,1715671200000,0.14691,0.15067,0.14692469100000002,0.150654933,-0.022214160627627367,-4.213048917850945,5.6115576334829305,-0.3058750221471177,0.3382899628252872,0.025593901027840094,0.02538880275746136,0.001,0,0.02438880275746136
base,BTCUSDT,-1,1716247499999,1716247500000,1716251100000,70868.1,71527.8,70861.01319000001,71534.95278,0.01601768402834545,7.123521984644749,7.751301319882533,0.2718024047800547,0.44342946626646684,-0.00930884276564492,-0.00951072472239356,0.001,0.0001,-0.010410724722393561
base,LTCUSDT,1,1716395999999,1716396000000,1716399600000,86.34,86.75,86.348634,86.741325,-0.012086478068802269,-5.032637942551225,11.471805713590925,-0.32201878205826173,0.26530612244897306,0.004748668056520744,0.004547738415873415,0.001,0,0.0035477384158734146
base,XRPUSDT,1,1716399899999,1716399900000,1716403500000,0.5311,0.5283,0.53115311,0.52824717,-0.009556898373505441,-4.230022445126046,6.282007783477034,-0.33469094295610813,0.35294117647059337,-0.005272076821690841,-0.005471002513757317,0.001,0,-0.006471002513757317
base,BNBUSDT,1,1716839999999,1716840000000,1716843600000,602.5,605.52,602.56025,605.459448,-0.009712181787985576,-4.198232997340747,4.490218271581981,-0.2896424070169621,0.3406113537117839,0.005012448132780012,0.004811465741392684,0.001,0,0.003811465741392684
base,BNBUSDT,-1,1717510199999,1717510200000,1717513800000,657.19,660.36,657.1242810000001,660.426036,0.01241605368245368,5.629584993989224,11.837598267045728,0.29332715688176103,0.29697624190064825,-0.00482356700497566,-0.005024551816857681,0.001,0,-0.006024551816857681
base,BNBUSDT,-1,1717521299999,1717521300000,1717524900000,672.74,671.12,672.672726,671.187112,0.010760344732529225,4.787932805693358,5.010664364755028,0.2516024623859505,0.37767584097859297,0.002408062550168011,0.002208524208843987,0.001,0,0.0012085242088439871
base,BNBUSDT,-1,1717540799999,1717540800000,1717544400000,686.94,682.34,686.8713060000001,682.408234,0.009345520702328417,4.1072034773244095,3.4057237186587415,0.2910850196638153,0.4869565217391225,0.006696363583427956,0.006497682988085285,0.001,0,0.005497682988085285
